Index,Repository,URL,Stars,Year,Expected_Vuln_Type,Has_HNP_Issue,Total_Findings,File_Path,Line_Number,Problem_Type,Sink_Type,Sink_Function,Exploit_Scenario,Risk_Level,Source_Code,Context,Status
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\plugins\wxpaysl\submit.php,11,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\plugins\wxpaysl\submit.php,16,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\template\index10\index.php,118,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\template\index4\index.php,85,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\ajax.php,5,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\ajax.php,280,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\ajax.php,280,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\ajax.php,446,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\ajax2.php,6,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\qrlogin.php,102,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\user\wxlogin.php,46,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
34,robbraxman/braxme,https://github.com/robbraxman/braxme,149,2019,php_dangerous_url_construction_http (No defense),SKIP,0,,,,,,,,,timeout
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\controller\AdminController.php,184,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\controller\AdminController.php,185,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\controller\ImagesController.php,26,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\controller\ImagesController.php,52,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\controller\IndexController.php,135,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\controller\UploadController.php,102,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\init.php,126,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\lib\onedrive.php,17,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
35,Layne666/oneindex,https://github.com/Layne666/oneindex,226,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Layne666\oneindex\lib\onedrive.php,18,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
36,su18/Stitch,https://github.com/su18/Stitch,189,2019,php_dangerous_url_construction_server_name (No defense),YES,1,temp_su18\Stitch\stitch.php,1656,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
37,rakesh-m-r/DBMS-MINI-Project,https://github.com/rakesh-m-r/DBMS-MINI-Project,137,2019,php_dangerous_url_construction_http (No defense),YES,1,temp_rakesh-m-r\DBMS-MINI-Project\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,364,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,364,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,365,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,365,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,366,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,366,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,367,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,367,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,368,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\weblogger\weblogpro.php,368,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
38,PlutoaCharon/AWD-Attack-Defense,https://github.com/PlutoaCharon/AWD-Attack-Defense,131,2019,php_dangerous_url_construction_server_name (No defense),YES,11,temp_PlutoaCharon\AWD-Attack-Defense\防御\waf.php,36,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
39,sharpleung/CTF-WAF,https://github.com/sharpleung/CTF-WAF,293,2019,php_dangerous_url_construction_server_name (No defense),NO,0,,,,,,,,,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\app\home\c\MypayController.php,342,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\app\home\c\OrderController.php,412,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\conf\Functions.php,69,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\frphp\common\Functions.php,321,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\frphp\common\Functions.php,322,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\frphp\extend\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\frphp\extend\pay\wechat\WxpayService.php,30,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\install\index.php,148,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
40,Cherry-toto/jizhicms,https://github.com/Cherry-toto/jizhicms,201,2019,php_dangerous_url_construction_http (No defense),YES,9,temp_Cherry-toto\jizhicms\install\index.php,149,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
41,phonegapX/CoinEx,https://github.com/phonegapX/CoinEx,106,2019,php_dangerous_url_construction_http (No defense),SKIP,0,,,,,,,,,timeout
42,Casual-Ragnarok/ro-single-server,https://github.com/Casual-Ragnarok/ro-single-server,161,2019,php_dangerous_url_construction_http (No defense),SKIP,0,,,,,,,,,clone_failed
43,Kevil-hui/BestShell,https://github.com/Kevil-hui/BestShell,106,2019,php_dangerous_url_construction_server_name (No defense),NO,0,,,,,,,,,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Http\Controllers\Admin\AccountController.php,32,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Http\Controllers\Admin\FileController.php,287,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Http\Controllers\Admin\FileController.php,474,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Http\Controllers\Admin\PictureController.php,102,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Http\Controllers\Admin\PictureController.php,794,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,407,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,599,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,601,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,646,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,649,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,736,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,763,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,767,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,789,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,798,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
44,quarkcloudio/fullstack-backend,https://github.com/quarkcloudio/fullstack-backend,283,2019,php_dangerous_url_construction_server_name (No defense),YES,16,temp_quarkcloudio\fullstack-backend\app\Services\Helper.php,820,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
45,glzjin/20190511_awd_docker,https://github.com/glzjin/20190511_awd_docker,207,2019,php_dangerous_url_construction_http (No defense),SKIP,0,,,,,,,,,timeout
46,yankovalenko94/Webdev2019,https://github.com/yankovalenko94/Webdev2019,260,2019,php_dangerous_url_construction_http (No defense),YES,4,temp_yankovalenko94\Webdev2019\Pulse_step_10\src\mailer\phpmailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
46,yankovalenko94/Webdev2019,https://github.com/yankovalenko94/Webdev2019,260,2019,php_dangerous_url_construction_http (No defense),YES,4,temp_yankovalenko94\Webdev2019\Pulse_step_11\src\mailer\phpmailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
46,yankovalenko94/Webdev2019,https://github.com/yankovalenko94/Webdev2019,260,2019,php_dangerous_url_construction_http (No defense),YES,4,temp_yankovalenko94\Webdev2019\Pulse_step_8\src\mailer\phpmailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
46,yankovalenko94/Webdev2019,https://github.com/yankovalenko94/Webdev2019,260,2019,php_dangerous_url_construction_http (No defense),YES,4,temp_yankovalenko94\Webdev2019\Pulse_step_9\src\mailer\phpmailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
47,shadowsocks/shadow-shop,https://github.com/shadowsocks/shadow-shop,109,2019,php_dangerous_url_construction_https (No defense),SKIP,0,,,,,,,,,timeout
48,baomihuahua/lolimeow,https://github.com/baomihuahua/lolimeow,762,2019,php_dangerous_url_construction_https (No defense),YES,4,temp_baomihuahua\lolimeow\page\p-go.php,42,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
48,baomihuahua/lolimeow,https://github.com/baomihuahua/lolimeow,762,2019,php_dangerous_url_construction_https (No defense),YES,4,temp_baomihuahua\lolimeow\page\p-go.php,49,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
48,baomihuahua/lolimeow,https://github.com/baomihuahua/lolimeow,762,2019,php_dangerous_url_construction_https (No defense),YES,4,temp_baomihuahua\lolimeow\page\p-goto.php,45,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
48,baomihuahua/lolimeow,https://github.com/baomihuahua/lolimeow,762,2019,php_dangerous_url_construction_https (No defense),YES,4,temp_baomihuahua\lolimeow\page\p-goto.php,52,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
49,TideSec/WDScanner,https://github.com/TideSec/WDScanner,2089,2019,php_dangerous_url_construction_http (No defense),YES,1,temp_TideSec\WDScanner\include\doc.class.php,227,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
50,Nu1LCTF/n1ctf-2019,https://github.com/Nu1LCTF/n1ctf-2019,119,2018,php_dangerous_url_construction_server_name (No defense),SKIP,0,,,,,,,,,timeout
51,landrok/activitypub,https://github.com/landrok/activitypub,279,2018,php_dangerous_url_construction_http (No defense),NO,0,,,,,,,,,success
